recid,ite,ite_reweighed
305932,-0.159067650357045,-0.139524193086938
305939,0.0680506637062697,0.058334356210985
305940,0.321298688260736,0.281823111857423
305944,-1.68478396810616,-1.5407056344744
305945,0.324784870454999,0.287165241783534
305952,-0.175949810427413,-0.160903041245663
305953,-0.165684940633193,-0.146493757452947
305965,0.107528449109828,0.0950734960159128
305967,0.33524341703779,0.296412381448457
305970,0.0461436669546634,0.0421975808282859
305977,-0.0520181853856634,-0.044591003091962
305978,0.0399508733977669,0.0692271043954004
305980,0.33524341703779,0.28737719577992
305983,0.298423307566278,0.272902924131386
305985,0.263449023730421,0.23108100467331
305987,0.33524341703779,0.496591903561473
305989,0.157319007271305,0.140582966433535
305990,-0.0608089596224327,-0.0543399305508964
305997,0.269377685424987,0.257045634842526
305998,0.33524341703779,0.580911731217447
305999,-0.121774108735695,-0.180382472520688
306004,-0.116222040796683,-0.0996278002028755
306007,-0.0801658786578649,-0.0764959025459367
306014,0.0923727241707661,0.0881439213836444
306018,0.202171839791129,0.350324532825182
306019,-0.0608735185519561,-0.0533944427874571
306020,0.30599822196369,0.26840249987782
306023,0.0475209241178292,0.0420166051606895
306024,0.303996895148465,0.268785124671773
306027,-0.0431736120409578,-0.0639525344792289
306029,-0.732884071926831,-0.699332801962422
306034,-0.175949810427413,-0.155569653790742
306036,0.0127774602126538,0.0112974549775237
306038,0.529614730333804,0.464544913632138
306046,-0.153063669911369,-0.139369215063964
306047,-0.0810971194586044,-0.0738414405550245
306055,-0.161198095031317,-0.147412854100497
306056,-0.175949810427413,-0.167894867202469
306059,-0.175949810427413,-0.167894867202469
306065,0.120197622795351,0.106275207227103
306066,0.180108309393064,0.312092719793446
306068,-0.033855606546414,-0.0309603633178219
306071,-0.175949810427413,-0.160903041245663
306073,-0.618270452379625,-0.529993490725013
306076,0.276150476880706,0.244164139638006
306079,-0.313745981817756,-0.268949175016437
306080,0.239093651334275,0.204955741283
306081,0.33524341703779,0.580911731217447
306083,-0.714549335942186,-0.626757981867216
306084,-0.0130999107046416,-0.0115825562304397
306086,-0.435073730035396,-0.381619461784077
306087,0.0586250599958536,0.0518345559160401
306089,0.0500866253329404,0.0447582685022077
306092,0.0776053852757327,0.0709687750022226
306093,-0.111939631804964,-0.0989737341748688
306096,-0.173851645217903,-0.155356815606739
306097,0.216536201610085,0.20662322241518
306099,-1.07132350013166,-1.85639555477166
306101,-0.175949810427413,-0.157231772068369
306103,0.202795909443189,0.185453331846872
306104,0.33524341703779,0.28737719577992
306105,-0.36681342188599,-0.327790772843088
306106,0.0759317167854741,0.0671365934601338
306110,0.33524341703779,0.301266295991827
306111,-0.668282103117084,-0.590875404548181
306113,0.085206682993669,0.0813059399793251
306114,-0.0914265481823481,-0.0808366682149858
306115,-0.0853951519492601,-0.0755038848401304
306117,-0.143035516192067,-0.130238270319146
306121,0.0141654771974069,0.0126585136780309
306122,0.0853573204958902,0.0754704353803733
306123,-0.151761731499313,-0.138783463782254
306132,0.273912433990561,0.244772854732137
306136,-0.102358526914977,-0.0936050924865323
306137,-0.100738657532654,-0.0905287342737917
306140,0.33524341703779,0.299579274379796
306141,-0.175949810427413,-0.304886848743844
306142,0.20496939340381,0.186630984918676
306145,0.120418715371333,0.108214206466957
306146,-0.119708222990946,-0.10947108777536
306152,0.154236834620006,0.14104690253532
306153,0.0220524264208487,0.0382125719958179
306154,-0.122010824810614,-0.111094637238272
306155,-0.106817956729441,-0.0972610600068524
306157,-0.00216793197201284,-0.0019739692470882
306159,-0.0593348640649818,-0.0540262325831593
306163,0.0772874543054655,0.133924147649755
306164,0.0879993729289998,0.0771875455035381
306165,-0.101932997728837,-0.0894092496187984
306166,-0.16942935854555,-0.152257591610025
306167,0.130479148555396,0.116598407781749
306171,-0.028820010043589,-0.0252791100960091
306173,-0.0328549431388014,-0.029049375597517
306175,0.104709375853973,0.095341131772523
306176,-0.174658631836945,-0.258719658759397
306179,-0.000979487920067422,-0.000859145535745686
306181,-0.145639393016178,-0.132609180864474
306184,-0.11168139608687,-0.100362419723502
306186,-0.0950251922698337,-0.0868988855062043
306187,-0.175949810427413,-0.154332167908315
306188,0.0919589872731015,0.0813074352184396
306191,-0.169758049337404,-0.150095080520172
306194,0.32878752408545,0.290704270544184
306195,0.247636949674538,0.366821533194114
306196,-0.106376804044365,-0.0940552452790197
306198,0.0653440523436368,0.0577752915771251
306201,-0.0851907153391027,-0.0765565853309883
306204,-0.0652420061163727,-0.0966421721141409
306206,-0.812894105249496,-0.74337752014388
306208,-0.0694119532148693,-0.0613720100314128
306209,0.058931198677646,0.0526619311250806
306211,-0.174690911301707,-0.154456572164408
306213,0.031687330418772,0.0469380483902703
306215,-0.0895328195829951,-0.0791622890163989
306218,-0.429736858528128,-0.392986882478392
306220,-0.175949810427413,-0.154332167908315
306223,0.344223004385779,0.509893254602863
306225,0.312712350634124,0.279445126530287
306226,-0.0314513026551113,-0.0281054241451533
306227,-0.111784130625393,-0.0988362445997953
306229,0.242967187105679,0.218342317214331
306232,0.293366191420279,0.259385768716069
306233,-0.175949810427413,-0.304886848743844
306234,-0.127692010608673,-0.112901524781296
306236,0.01061473607362,0.00938523782459203
306237,0.164630822273273,0.144403859511088
306239,-0.0701377249385637,-0.0615204251464154
306241,-0.170333183558877,-0.295154325234112
306242,-0.162790548626227,-0.143934621064197
306247,0.334662386672079,0.299060055667344
306249,-0.175949810427413,-0.260632265544472
306250,0.220431257024664,0.188957972883477
306252,0.0768091584782774,0.065842308758041
306256,-0.136703877421425,-0.122848857592425
306262,-0.408023538565092,-0.360762426960564
306263,0.33524341703779,0.3198960478976
306264,0.330466056253058,0.300899585721038
306266,0.0216005139141849,0.019098539880031
306267,0.0488336223514716,0.0431772543778918
306270,-0.00676827193399878,-0.00598430722361116
306272,0.27901258942291,0.244732390985523
306276,-0.194139805054074,-0.166420427457376
306277,-0.175949810427413,-0.160207755270217
306278,-0.104569154017709,-0.092456974225823
306279,-0.173647208607745,-0.158797351931976
306282,0.225090259771936,0.214785677695111
306283,0.130446869090634,0.115337289726084
306285,0.233627661967961,0.212725226597258
306286,0.320523981106455,0.555405807536767
306291,-0.0976887643461177,-0.088948647418232
306292,0.262980455257933,0.239451854562777
306294,-0.397048520546114,-0.340357735973818
306295,0.33524341703779,0.3198960478976
306296,0.262399424892222,0.388689004103475
306297,0.0475424437610036,0.0432888684364519
306302,-0.0672169496110738,-0.0600662204449458
306305,0.0487308878129491,0.0430864195167943
306308,0.153811305433867,0.131850051002943
306309,-0.0425387825673111,-0.0364650741067575
306311,-0.0823882980490723,-0.0722658615959993
306313,-0.0205241875998323,-0.0184440488975982
306314,-0.0316175636562696,-0.0279553210075312
306316,-0.144219096566663,-0.127514288696237
306319,-0.175465618455988,-0.304047838096454
306320,-0.170107227305546,-0.154887902269749
306321,0.0120350325231347,0.0106410222235322
306323,0.269457867853447,0.242148151606844
306328,0.0393698430320563,0.0360030366718445
306330,-0.012658758019565,-0.0113757853147682
306331,0.33524341703779,0.296412381448457
306335,0.31949103823408,0.280237554323968
306336,0.0533204679533478,0.047144391456362
306337,0.325279822248012,0.56364675656225
306339,-0.175949810427413,-0.150827609279913
306342,0.0541597340371519,0.0478864458739176
306343,-0.175820692568366,-0.150716926932782
306344,0.00731147084633944,0.0064645877452387
306347,0.306708370188448,0.292667329152473
306348,0.0394774412479287,0.0338408326184
306356,-0.0589044712014925,-0.0504940616056179
306360,-0.175949810427413,-0.155569653790742
306363,0.17040295032138,0.155830534158233
306364,-0.175949810427413,-0.304886848743844
306366,0.273520216736071,0.473957412888474
306373,0.18420293774045,0.162866826522336
306374,0.186714839847625,0.160055602463505
306375,-0.101567163794871,-0.0898027026553358
306376,0.219850226658953,0.188459902321387
306383,0.0129388575364623,0.0117812307762214
306387,-0.160079073586244,-0.141537214484402
306388,0.023746582087394,0.0208290164397318
306393,0.327609839855092,0.2896629967426
306394,-0.0659472906637803,-0.0592634932686358
306397,0.33524341703779,0.305249520771144
306398,-0.117201184561121,-0.111835740374265
306399,-0.175949810427413,-0.150827609279913
306400,-0.0567955461703948,-0.0984156507615044
306402,-0.175207382737894,-0.15491322103675
306403,0.154629051874496,0.138957304881863
306404,-0.434815494317302,-0.384451087213299
306406,-0.0255920635674191,-0.0233023670040291
306408,0.309613522017,0.295439483775846
306411,-0.110196540707832,-0.099028055326196
306414,0.167282602061082,0.152977029948096
306416,-0.175949810427413,-0.160903041245663
306418,-0.175949810427413,-0.304886848743844
306420,0.187338909499685,0.170577882936092
306424,0.0566667724669772,0.0540725802149165
306425,-0.040225420926056,-0.0355661355465627
306430,0.0575921171234793,0.0853104867060224
306431,0.0139610405872494,0.0119676762920035
306432,-0.0987373307174291,-0.0873006473756292
306435,0.235839321537581,0.210750067639621
306445,-0.0885047403879705,-0.0782532915923555
306450,0.277598189117633,0.264889805702736
306452,-0.0549018175710418,-0.0523884245619402
306453,-0.144186817101901,-0.123599751885675
306458,0.327173550847365,0.297901657510829
306459,-0.0780784732699417,-0.0710928696491175
306463,-0.716981055620901,-0.655666704526071
306465,-0.175949810427413,-0.167894867202469
306466,0.334253513451764,0.295537137776469
306470,-0.0279484644950231,-0.0266689900006493
306471,-0.168493254067461,-0.151416361881289
306472,0.185940132693344,0.159391508380719
306473,0.365215416302471,0.322912742759994
306476,0.573816077414157,0.522477321670138
306478,0.150777035746267,0.137287163791358
306480,0.188646744055977,0.166795909528111
306482,-0.175949810427413,-0.160903041245663
306487,-0.162101920044644,-0.142185664660953
306489,-0.175949810427413,-0.155569653790742
306491,-0.0788531804242225,-0.0717982645221077
306494,-0.106301485293254,-0.095527766110075
306495,0.0681152226357932,0.0602254789453224
306496,-0.165910896886525,-0.158315532892814
306497,0.0552513396948123,0.0493735459462211
306498,-0.125669164150273,-0.111112983364624
306500,0.0210351070474113,0.0311590424133991
306503,-0.0899573163022469,-0.0771131660906349
306507,-0.163231701311304,-0.139925398087505
306510,-0.0287231716493039,-0.0253961846187819
306511,-0.111390880904015,-0.165001926290707
306516,0.0268943461351035,0.0240332495452555
306520,-0.047800335323468,-0.0409753797523477
306522,-0.101045828681334,-0.0908047734426322
306526,0.096230636443233,0.085993349231135
306530,-0.104773590627867,-0.0898139654239226
306531,-0.835123896648719,-1.4471075162934
306537,0.33581958372615,0.296921811109202
306541,0.465453914209134,0.806541233514172
306543,-0.0942182056507912,-0.0899049171315839
306544,0.0251942943243207,0.0230397439416051
306547,-0.162736749518291,-0.143887053473328
306548,-0.0931207038488934,-0.0823345908889112
306550,0.108066440189189,0.103119182569921
306551,0.450594600597165,0.398402509469013
306552,-0.175949810427413,-0.160207755270217
306553,-0.316349858641867,-0.277482308068925
306555,-0.124012151625839,-0.118334902880173
306559,-0.162112679866231,-0.143335269419249
306567,-0.0924858743752467,-0.0845767234593339
306573,-0.169967349624912,-0.251770520773623
306575,-0.0703588175145458,-0.0643419148280892
306579,0.0640959130395178,0.0586145976197606
306586,0.174685359313099,0.15610183683903
306587,0.124970119902732,0.112304323423916
306589,0.33524341703779,0.3198960478976
306590,-0.0287554511140656,-0.0256963649139885
306591,0.197254601325764,0.174406724067142
306597,-0.393110425845187,-0.359492646853194
306602,0.33524341703779,0.296412381448457
306603,0.331305322336862,0.301663763500111
306604,-0.0132935874932118,-0.012685010011636
306607,0.0460898678467272,0.0419662530495952
306612,0.0978230900381435,0.0864923026231548
306615,-0.0160696214627179,-0.0153339577628588
306617,0.0113943069052505,0.00976742211739708
306618,-0.147640719831403,-0.135014870290934
306620,-0.132490891036579,-0.119062859900237
306621,-0.175949810427413,-0.150827609279913
306622,0.00803237889268405,0.00717787171326507
306625,-0.157701153015466,-0.135184504218725
306627,0.225041324341349,0.214738982517663
306628,-0.155129555656117,-0.268809390906042
306633,0.0909368042223144,0.0797640764954029
306634,0.33524341703779,0.496591903561473
306637,-0.0408494905781155,-0.0707842334407687
306638,-0.175949810427413,-0.150827609279913
306639,-0.145090642115229,-0.128284883668314
306641,-0.142056372427629,-0.121773493158013
306642,0.0669639217259592,0.0574027797892986
306643,-0.0349423485267246,-0.0312250826854628
306644,0.129338607467149,0.224118686776558
306645,-0.175949810427413,-0.167894867202469
306646,0.0909152845791399,0.0827811841728913
306647,-0.175949810427413,-0.160207755270217
306650,-0.347015350165481,-0.304380159082898
306651,0.0161883236558067,0.0138769467800141
306652,0.0339312694531539,0.0310295557299897
306658,-0.175949810427413,-0.167894867202469
306662,-0.090376949344149,-0.0774728837188108
306663,-0.127950246326767,-0.113129849217467
306665,0.0774655075950986,0.0708408592962509
306666,0.33524341703779,0.3198960478976
306667,0.33524341703779,0.294054555686936
306668,-0.175949810427413,-0.167894867202469
306669,-0.0557733631196077,-0.0493131693076883
306671,-0.098963286970761,-0.0905002046127915
306672,-0.0755606750185292,-0.0668085292292869
306674,-0.0855350296298942,-0.0764355713141104
306678,0.0395204805342776,0.0359846223091496
306680,-0.141572180456204,-0.135091037492559
306681,-0.109626270163709,-0.0979639175581644
306682,0.33524341703779,0.580911731217447
306683,-0.175949810427413,-0.155569653790742
306687,-0.0357600949673543,-0.031366518483382
306690,-1.31985385915357,-1.13140447091942
306695,-0.191170094295998,-0.169026981686013
306697,0.000231508241940119,0.000204692786885301
306699,0.33524341703779,0.3198960478976
306701,0.178408257582281,0.264273932734327
306702,-0.0833185063829242,-0.0758640821928153
