,age,education,prev_earnings,Rlr1,clstrs9,rewards_before_standardisation
0,1.3276057263334187,0.20761252152293314,-0.75812189334239,-6.716527771785606e-05,2,-205.94873753353204
1,-0.9529300590680654,-0.32650471306730694,0.08406273105268439,0.0002877927285610217,4,882.4581857228839
2,0.0836771161144274,0.20761252152293314,-0.75812189334239,4.037378298476362e-05,2,123.79803847597759
3,-0.22730503644032043,-0.860621947657547,1.4642511227444173,0.00043081193646369486,1,1320.9976559880488
4,-1.1602514941045639,-1.394739182247787,1.4933324074631555,0.0005968049659606281,1,1829.9817028919642
5,-1.1602514941045639,0.20761252152293314,-0.7112165954089411,0.0001520930760316257,4,466.3626513670681
6,0.29099855115092593,0.7417297561131732,1.5871430033300533,0.00014871523349656873,1,456.0051805232142
7,0.8093021387421724,0.20761252152293314,-0.75812189334239,-2.2357335758431193e-05,2,-68.5542475295697
8,-0.9529300590680654,0.20761252152293314,1.666647483327249,0.00034608677793921755,1,1061.2050960772067
9,-0.7456086240315668,0.20761252152293314,0.41451055499383166,0.00021657229872590024,1,664.0751445218302
10,-0.6419479065133176,0.20761252152293314,-0.7229429198923033,0.00010624007598614091,4,325.76370214271265
11,0.18733783363267667,-1.928856416838027,-0.3662281291084247,0.00039732599549517736,3,1218.3197917416073
12,1.6385878788881665,0.20761252152293314,-0.75812189334239,-9.405004289351098e-05,2,-288.38543153590945
13,0.705641421223923,0.20761252152293314,-0.39014983105448364,1.9398175374034278e-05,2,59.480580807221486
14,-1.0565907765863147,0.20761252152293314,1.9154800888641954,0.00037722449891730884,1,1156.682618734787
15,0.0836771161144274,0.7417297561131732,0.41451055499383166,6.213260167428126e-05,1,190.51705448528446
16,-1.1602514941045639,2.8781986944741336,0.04208248940224765,-0.00019450734210253574,4,-596.4174184657677
17,-0.22730503644032043,1.2758469907034133,1.1180900239955647,6.897386209703298e-05,1,211.4943956811694
18,-0.5382871889950683,0.20761252152293314,2.1265539295647153,0.0003512276025069747,1,1076.9683946979385
19,-0.434626471476819,0.20761252152293314,1.0596929280684209,0.0002471866294452988,1,757.947796825596
20,-0.7456086240315668,-0.32650471306730694,-0.6174059995420433,0.00020735417706910898,4,635.8096391572635
21,-0.5382871889950683,0.20761252152293314,0.7977268391101089,0.0002328016201945901,1,713.8390758427595
22,-0.019983601403821886,-0.860621947657547,-0.75812189334239,0.00021482935120972587,3,658.7307485371787
23,-0.019983601403821886,0.20761252152293314,-0.6408586485087678,5.97859522372541e-05,4,183.3215286807208
24,-0.434626471476819,0.20761252152293314,1.225972209242497,0.000262005553105638,1,803.3870285707999
25,-1.0565907765863147,-1.394739182247787,-0.17180566917427917,0.0004394451293481428,3,1347.4695955950647
26,-0.7456086240315668,0.20761252152293314,1.1227805537889095,0.0002796938071239601,1,857.6244814337006
27,-0.434626471476819,0.20761252152293314,2.2907224723317863,0.0003568968273199373,1,1094.3519257826767
28,-0.434626471476819,0.20761252152293314,0.2972473101602095,0.0001792369526896404,1,549.5938583155039
29,-0.7456086240315668,-1.394739182247787,-0.75812189334239,0.0003603074598694592,3,1104.80994057293
30,0.8093021387421724,-1.394739182247787,-0.5235954036751457,0.0002467847957123962,3,756.7156549689462
31,-0.434626471476819,1.2758469907034133,0.1799840653265873,3.2923919959576973e-06,4,10.09545405114477
32,-0.434626471476819,0.7417297561131732,-0.2794533279315443,4.5094006100642736e-05,4,138.2716478262663
33,-0.434626471476819,-1.394739182247787,-0.75812189334239,0.00033342269469380497,3,1022.3732465705546
34,-0.8492693415498161,1.8099642252936534,-0.75812189334239,-0.00012721289123788804,4,-390.07259760750463
35,-1.1602514941045639,0.20761252152293314,0.06272082049296515,0.00022106690971162362,4,677.8569599131479
36,-1.1602514941045639,-0.860621947657547,0.4614158529272805,0.00042209286447076027,3,1294.262385466991
37,1.5349271613699174,0.20761252152293314,0.2972473101602095,8.966773243824698e-06,2,27.494796300443227
38,1.7422485964064158,-0.860621947657547,-0.7220048139336344,6.570112745274772e-05,2,201.45921692252318
39,-0.019983601403821886,-0.32650471306730694,1.5871430033300533,0.0003410939785053014,1,1045.8956865860016
40,-0.9529300590680654,0.7417297561131732,1.5871430033300533,0.0002562542941991885,1,785.7519565327241
41,-0.33096575395856975,-0.32650471306730694,-0.75812189334239,0.00015896712646884203,4,487.44053650935143
42,0.9129628562604216,-0.860621947657547,-0.28906891400790136,0.00017597737912518425,2,539.5990353458528
43,-0.6419479065133176,-0.860621947657547,-0.7510860986523726,0.00026922591641267225,3,825.5268120741712
44,-1.1602514941045639,0.20761252152293314,-0.75812189334239,0.0001479128436873833,4,453.5448144854872
45,-0.019983601403821886,1.2758469907034133,-0.4766901057416968,-9.107721439097468e-05,4,-279.26985429415436
46,-0.8492693415498161,0.20761252152293314,-0.06673780180335372,0.00018264470326585932,4,560.0430361176061
47,-0.434626471476819,0.20761252152293314,-0.75812189334239,8.518172494418908e-05,4,261.19252847994176
48,-0.7456086240315668,0.20761252152293314,-0.75812189334239,0.00011206649011984333,4,343.6292224823171
49,0.4983199861874245,0.20761252152293314,-0.75812189334239,4.527429417224284e-06,2,13.88244647280942
50,-0.33096575395856975,0.20761252152293314,-0.75812189334239,7.622013655230359e-05,4,233.7136304791477
