,age,education,prev_earnings,d_rob_ols_Xfit,clstrs9,rewards_before_standardisation
0,1.3276057263334187,0.20761252152293314,-0.75812189334239,-8.329636600726582e-05,2,-14601
1,-0.9529300590680654,-0.32650471306730694,0.08406273105268439,-0.00010098136940583605,4,-17701
2,0.0836771161144274,0.20761252152293314,-0.75812189334239,0.00013408084996019236,2,23503
3,-0.22730503644032043,-0.860621947657547,1.4642511227444173,7.674150507018285e-05,1,13452
4,-1.1602514941045639,-1.394739182247787,1.4933324074631555,-7.360954801669412e-05,1,-12903
5,-1.1602514941045639,0.20761252152293314,-0.7112165954089411,0.0002994071075377941,4,52483
6,0.29099855115092593,0.7417297561131732,1.5871430033300533,-0.00019758712668047749,1,-34635
7,0.8093021387421724,0.20761252152293314,-0.75812189334239,-2.5797285602688584e-05,2,-4522
8,-0.9529300590680654,0.20761252152293314,1.666647483327249,-0.00019058728823852727,1,-33408
9,-0.7456086240315668,0.20761252152293314,0.41451055499383166,-2.7109398758066376e-05,1,-4752
10,-0.6419479065133176,0.20761252152293314,-0.7229429198923033,7.847007153139794e-05,4,13755
11,0.18733783363267667,-1.928856416838027,-0.3662281291084247,-7.425989975457703e-05,3,-13017
12,1.6385878788881665,0.20761252152293314,-0.75812189334239,-0.00016504101558730225,2,-28930
13,0.705641421223923,0.20761252152293314,-0.39014983105448364,0.00010278409878452902,2,18017
14,-1.0565907765863147,0.20761252152293314,1.9154800888641954,-0.00015488069589283336,1,-27149
15,0.0836771161144274,0.7417297561131732,0.41451055499383166,-0.00010322907628939628,1,-18095
16,-1.1602514941045639,2.8781986944741336,0.04208248940224765,-4.647162505959779e-05,4,-8146
17,-0.22730503644032043,1.2758469907034133,1.1180900239955647,3.8365047695285434e-05,1,6725
18,-0.5382871889950683,0.20761252152293314,2.1265539295647153,0.0001714304361700115,1,30050
19,-0.434626471476819,0.20761252152293314,1.0596929280684209,9.125461753662243e-05,1,15996
20,-0.7456086240315668,-0.32650471306730694,-0.6174059995420433,-1.2362387859581195e-05,4,-2167
21,-0.5382871889950683,0.20761252152293314,0.7977268391101089,-0.0004748936848098648,1,-83244
22,-0.019983601403821886,-0.860621947657547,-0.75812189334239,-0.00024532522617700514,3,-43003
23,-0.019983601403821886,0.20761252152293314,-0.6408586485087678,3.301390795726644e-05,4,5787
24,-0.434626471476819,0.20761252152293314,1.225972209242497,-0.00018311394809267982,1,-32098
25,-1.0565907765863147,-1.394739182247787,-0.17180566917427917,9.264659844928408e-06,3,1624
26,-0.7456086240315668,0.20761252152293314,1.1227805537889095,-7.998755891979138e-05,1,-14021
27,-0.434626471476819,0.20761252152293314,2.2907224723317863,-0.00048110055051878235,1,-84332
28,-0.434626471476819,0.20761252152293314,0.2972473101602095,0.00016721455955338459,1,29311
29,-0.7456086240315668,-1.394739182247787,-0.75812189334239,-5.727088681233762e-05,3,-10039
30,0.8093021387421724,-1.394739182247787,-0.5235954036751457,-5.176001155975089e-05,3,-9073
31,-0.434626471476819,1.2758469907034133,0.1799840653265873,8.903543485209216e-05,4,15607
32,-0.434626471476819,0.7417297561131732,-0.2794533279315443,1.5825225621817367e-05,4,2774
33,-0.434626471476819,-1.394739182247787,-0.75812189334239,-7.909760391005688e-05,3,-13865
34,-0.8492693415498161,1.8099642252936534,-0.75812189334239,4.061275457884565e-05,4,7119
35,-1.1602514941045639,0.20761252152293314,0.06272082049296515,-0.00035237654513641496,4,-61768
