,Unnamed: 0,recid,late_Xfit,pred_takeup_prob,education,age,prev_earnings,allocated_trmt,earnings,pred_earnings,counterfac_pred_earnings,pred_pred_itt,pred_actual_itt,doubly_robust_lasso,Rlr1,doubly_robust_ols,Rlr1poly,doubly_robust_polyols,clstrs9,d_rob_ols_Xfit
319,317,300689,44122.0,0.6620865346206011,12,27,0,0,2577,10847.778360122657,12848.018143741258,2000.2397836186026,10271.01814374126,2000.2397836186026,1090.1503244815267,1090.1503244815267,-269.5281804110855,-269.5281804110855,4,28747
320,318,300690,13397.0,0.6812025818625501,14,49,1306,1,24536,14289.013698981455,13413.453733900684,875.5599650807726,11122.546266099316,16246.039416608588,61.86123124040205,15693.938607846389,1910.4641428454925,41133.52804780617,2,15810
321,319,300692,47626.0,0.6371012882422191,9,23,2725,1,51060,14616.35302525156,11926.266583861621,2690.0864413899412,39133.73341613838,57355.556903512595,2135.889662086844,56507.01758013648,3962.6734461022224,84370.41103153191,3,56522
322,320,300693,17614.0,0.6766369433254865,12,22,1768,1,28804,15483.909525965064,14044.137996147898,1439.771529817166,14759.862003852102,21419.90724086957,1340.854492518658,20651.768084577794,149.67989259500246,45415.04667695207,4,20770
323,321,300696,549.0,0.6865840899935097,14,33,0,1,13812,13992.776349012815,13763.474616848966,229.30173216385262,48.525383151036294,-41.86279135537188,417.8231244163617,225.2493831431429,2431.5216778271824,24238.262970370142,4,187
324,322,300697,-61196.0,0.6620865346206011,12,27,0,1,25700,12848.018143741258,10847.778360122657,2000.2397836186026,14852.221639877343,21278.212568006715,1090.1503244815267,20149.381597005537,-269.5281804110855,44586.59338437635,4,20310
325,323,300698,-11597.0,0.6597390117722941,10,29,9800,1,14291,24833.64129099145,24261.991801640404,571.6494893510535,-9970.991801640404,-15242.312447136133,2170.720347737799,-13450.569576063066,45.055727018821926,7341.918259775533,1,-13703
326,324,300699,35998.0,0.5835439708223765,8,44,400,1,588,9286.517475118835,8715.016453425822,571.501021693015,-8127.016453425822,-12476.27519098524,1663.5523563520285,-10524.156604124226,-2645.937093484179,6543.559786372385,3,-9847
327,325,300700,-36802.0,0.6376013378356354,11,53,0,1,16919,9709.707331516933,9306.656126070659,403.0512054462724,7612.343873929341,11216.990208170877,629.4258824911249,11633.092402043265,-3012.8133301432867,34218.23112802673,2,11547
328,326,300701,15504.0,0.6428387616982543,12,32,16000,1,45958,34350.520899040384,32258.819334232445,2091.7015648079396,13699.18066576755,19502.920216247352,1978.1827850040063,19200.754845821863,-5639.982898302347,34748.247361866604,1,19980
329,327,300706,-15170.0,0.6454024867089021,10,25,2574,1,17289,15064.929001126997,12773.330953396373,2291.598047730622,4515.669046603627,5627.70454604013,1817.52749320946,4981.600823681146,2297.9723305953485,31551.819886848058,3,5000
330,328,300707,19470.0,0.6656681118906359,13,43,2000,1,29797,15243.582553032222,14235.58446512458,1007.9980879076413,15561.41553487542,22838.1242583593,524.9394192544461,22871.971306144256,1597.948452661105,47445.32587112287,2,22721
331,329,300711,-4380.0,0.6798224750806883,12,23,5394,1,16417,20472.27267353277,20194.153422756124,278.11925077665364,-3777.153422756124,-5804.789759522513,1545.7629771809225,-5046.736168872496,1278.9593700156038,18609.615989350143,1,-5140
332,330,300714,44699.0,0.6044474918276309,9,31,0,1,0,10486.431562001082,7619.848097677752,2866.58346432333,-7619.848097677752,-12863.063878678291,1741.4154505689676,-13644.527631325525,-898.8346974588858,9000.868644441045,3,-13184
333,331,300715,-68157.0,0.6871098458795183,15,30,7000,1,39570,24545.3702179581,26231.664795187582,-1686.2945772294845,13338.335204812414,20850.650095833364,695.1572032438527,23087.88546168125,-6008.313527275002,41910.67041054333,1,23733
334,332,300717,-15519.0,0.6518678391173404,12,48,1144,1,0,12747.13093812045,11734.177365178664,1012.953572941784,-11734.177365178664,-18107.74283423889,586.4114934275221,-18072.089183612232,-122.08278098281879,6188.28120984934,2,-17725
335,333,300719,28649.0,0.6544878859799208,12,42,6000,1,12615,20147.530545898622,18743.648198669227,1403.8823472293989,-6128.648198669227,-9894.91347161854,1062.5019609170522,-9595.529325631507,-75.18378510306502,12817.085512804153,1,-9651
336,334,300723,-8362.0,0.6946711999122782,15,41,1200,1,9219,15775.863307035517,15986.26327047458,-210.39996343906205,-6767.263270474581,-10045.69492399234,21.17205566929988,-9484.892377411563,2565.420147359993,15560.963714478716,2,-9286
337,335,300732,-2868.0,0.6337715822460651,11,37,98,1,8513,11682.168239526389,9828.641364910649,1853.5268746157396,-1315.641364910649,-2900.2254846738433,1075.3689905757801,-3162.901940293389,-396.3767542828682,20720.881683605778,2,-3271
338,336,300740,38745.0,0.6714623785166268,9,72,6000,0,4614,14557.438496297005,12402.483690733465,-2154.9548055635405,7788.483690733463,-2154.9548055635405,999.3157389838924,999.3157389838924,-2845.7459190382647,-2845.7459190382647,2,26033
339,337,300741,-12116.0,0.6684165292891683,12,26,1800,1,5557,15398.988378337352,13991.939977679807,1407.0484006575387,-8434.939977679809,-13355.934166848483,1232.9897544165433,-13784.834639771296,922.799574990726,10826.896040470976,4,-13925
340,338,300743,-82438.0,0.6916148548918672,14,25,6300,0,41690,24667.838853264457,23086.776428346933,-1581.0624249175307,-18603.22357165307,-1581.0624249175307,1041.4161701924895,1041.4161701924895,-3377.5128122770147,-3377.5128122770147,1,-56089
341,339,300745,16880.0,0.6321896189233279,11,40,50,1,23765,11365.633069285244,9753.689047946184,1611.9440213390592,14011.310952053816,20210.994417411195,989.8560157218216,20184.331535297788,-700.9663454977672,43770.659905378816,2,20079
342,340,300746,-23912.0,0.6519137517253984,12,34,12469,1,33403,29556.551726171176,28029.974499526543,1526.5772266446256,5373.02550047345,7296.249637387862,1696.9260788581162,7669.868905474743,-3808.6727791348094,24692.59230046787,1,8399
343,341,300750,-7629.0,0.6654049903470953,12,26,554,1,6930,13661.811290685344,11827.219794508457,1834.5914961768885,-4897.219794508455,-8263.125439851128,1153.1346306442956,-9236.613716287517,37.8863817524325,15316.845267800974,4,-9291
344,342,300751,15097.0,0.6385553924615432,10,30,3000,0,10953,13610.849213714255,15444.13258362355,1833.2833699092926,4491.13258362355,1833.2833699092926,1707.434995763264,1707.434995763264,1822.5639233916766,1822.5639233916766,3,9730
345,343,300752,-26106.0,0.7070020912978436,15,25,3880,0,26475,23018.857552205507,20485.722674636698,-2533.134877568809,-5989.2773253632995,-2533.134877568809,632.593437895157,632.593437895157,-3483.312249128225,-3483.312249128225,4,-17649
346,344,300753,-125482.0,0.6546308983176139,12,35,1223,1,40629,14122.607796944705,12707.066052002727,1415.5417449419767,27921.93394799728,41175.13004952492,948.7002130060499,41095.72626843761,1202.0074964266787,65554.01416176259,2,41207
347,345,300755,-19484.0,0.6601073679273091,12,32,2400,1,0,15949.291720285692,14713.190737990908,1236.1009822947854,-14713.190737990908,-22687.83659813376,1106.5698770565286,-22572.036037501224,1458.710776866357,1675.8571234613892,4,-22694
348,346,300757,31224.0,0.64666894589049,11,33,2800,1,7872,15722.362181474831,14199.542138553974,1522.8200429208573,-6327.542138553975,-10252.723229291389,1358.4535588491035,-10019.104195723321,1239.206874999325,14302.79016991361,4,-10083
349,347,300758,21523.0,0.6149914304510423,10,45,0,1,26037,10064.603453270225,8991.377708900338,1073.2257443698873,17045.622291099662,25031.82056446455,1102.9839725276688,25733.892181714717,-2608.842209449893,47331.03567851265,2,26280
350,348,300759,-2640.0,0.6034999528675776,8,51,2500,0,10350,12274.1080062071,11328.929112661555,-945.1788935455479,978.9291126615536,-945.1788935455479,1605.787357603078,1605.787357603078,-4805.474105014644,-4805.474105014644,3,-2855
351,349,300762,14974.0,0.5921355888043663,8,42,1500,0,6150,10404.833000824592,11029.87949139313,625.0464905685385,4879.8794913931315,625.0464905685385,1789.0082552023068,1789.0082552023068,-1609.1127241673166,-1609.1127241673166,3,8085
352,350,300763,-14508.0,0.6560800198913389,12,31,0,1,960,12659.143625491897,10827.033117877658,1832.1105076142362,-9867.033117877658,-15716.604930623604,980.234732478355,-16462.805341186664,408.177992669698,8031.324659507231,4,-16620
353,351,300764,-61685.0,0.6234126531413808,10,38,1500,0,24333,11257.93689459456,12836.681618517356,1578.7447239227984,-11496.318381482644,1578.7447239227984,1391.470035145072,1391.470035145072,-412.1624462443833,-412.1624462443833,3,-38619
354,352,300766,-6126.0,0.644300770534788,10,29,4000,1,10652,16879.232664424057,15268.569695976294,1610.662968447763,-4616.569695976294,-7730.186028188322,1799.0030781719613,-7324.333335127327,2381.412655167728,17725.961716972943,3,-7350
355,353,300767,11077.0,0.6592321444470857,12,29,128,1,21175,12939.11966328429,11062.707080938926,1876.4125823453635,10112.292919061074,14230.23308741893,1043.3959440841536,13355.12498328189,234.72236024851009,37856.86341362892,4,13195
356,354,300769,10974.0,0.6402758218684301,10,27,2300,0,11117,12353.670375335481,14608.128541107411,2254.4581657719323,3491.1285411074127,2254.4581657719323,1745.0092606801118,1745.0092606801118,1836.678779339641,1836.678779339641,3,7067
357,355,300771,82694.0,0.6620940302662792,11,29,8000,1,3345,23095.71706215504,22407.88278689805,687.834275256977,-19062.882786898048,-28938.241317975568,1801.6329097733687,-27693.73250802523,668.6576110337993,-5941.0725968373645,1,-27702
358,356,300772,-49188.0,0.5472846664580694,11,34,31000,1,61813,52420.90312026389,40327.5495172446,12093.353603019299,21485.4504827554,26181.498922623457,3138.2896611511683,14691.062518972098,20349.224399623985,60079.915565140174,1,11964
359,357,300776,6863.0,0.6884283932542281,13,23,1751,1,21572,16155.60199738002,15709.344525483782,446.2574718962387,5862.655474516219,8570.85447582621,1058.5591723527268,8542.750708138547,-68.17017809858953,31539.60135969023,4,8357
360,358,300777,-9050.0,0.6362899289525914,11,48,918,1,3732,11707.802055434337,10824.335285262816,883.4667701715189,-7092.335285262816,-11080.236312979983,825.6542437815388,-10603.258040592174,-1568.0174060543466,12663.472856791268,2,-10159
361,359,300778,54433.0,0.6652371020583814,13,41,200,1,60,12931.920682440104,11940.75818840504,991.1624940350647,-11880.75818840504,-18316.71852962509,464.53668332180496,-18387.172253434757,1798.4342349031867,6458.011434686141,2,-18636
362,360,300779,-20786.0,0.6676648072103697,12,29,8004,0,27660,23421.2945990268,23814.93235577104,393.6377567442323,-3845.067644228962,393.6377567442323,1548.1623604807974,1548.1623604807974,-361.7502149630892,-361.7502149630892,1,-15366
363,361,300780,35423.0,0.6697298468674775,13,35,3900,1,45400,18560.607240234884,17911.564115447058,649.0431247878262,27488.435884552946,40908.132264435495,866.5400536357993,41485.84537946351,1147.421108587675,64556.31528373546,1,41635
364,362,300784,-63959.0,0.6511721471644883,12,38,638,0,26314,11668.838938578276,13082.225595664993,1413.3866570867176,-13231.774404335007,1413.3866570867176,828.7713461250514,828.7713461250514,913.243925147588,913.243925147588,2,-42638
365,363,300788,63774.0,0.6760990402937698,12,24,3920,1,3330,18409.33664746537,17680.443374232458,728.8932732329083,-14350.443374232464,-21890.111697965152,1423.8166213628824,-21608.66200356895,1371.7628852853668,2616.880699632803,4,-21725
366,364,300792,-80618.0,0.6630505773013723,12,31,3500,0,34531,16505.437197374828,17530.09945235424,1024.662254979412,-17000.90054764576,1024.662254979412,1204.5468779060154,1204.5468779060154,1473.2973661906774,1473.2973661906774,4,-53793
367,365,300793,-28002.0,0.6364513952415859,14,27,16872,1,15218,37090.885233552035,36555.65058140253,535.2346521495056,-21337.650581402533,-32274.09319817855,1664.0092317512533,-32112.068460787144,-11952.544373669285,-14803.114294093992,1,-31321
368,366,300794,-33686.0,0.6602851564934593,12,32,2508,1,22662,16099.276481327275,14883.620253784404,1215.6562275428732,7778.379746215594,11059.741505551958,1113.4915089725819,11205.24818421928,1468.2387547193484,35415.918074494344,4,11209
369,367,300795,62439.0,0.682831427293098,12,22,6803,1,7501,22432.90860751316,22568.779481440342,-135.87087392718604,-15067.779481440342,-22533.73378519692,1663.5435360124502,-21359.48139354487,906.3769406988797,1633.2920114384594,1,-21435
370,368,300796,2588.0,0.5976097021203791,9,40,0,0,7838,8260.229224624449,9847.214269283184,1586.9850446587354,2009.214269283184,1586.9850446587354,1494.1053685618353,1494.1053685618353,-2170.931507801295,-2170.931507801295,3,1346
371,369,300798,53079.0,0.6012266984893613,8,33,2000,1,0,12439.800397900677,10634.3835648493,1805.4168330513749,-10634.3835648493,-16854.283763799638,2068.362929413392,-15970.93183194001,1799.308223413198,5644.029547185393,3,-15527
372,370,300799,44178.0,0.6673517938226127,15,33,10000,0,18101,28776.350447978868,28428.663774770284,-347.68667320858367,10327.663774770284,-347.68667320858367,804.9880624651814,804.9880624651814,-8510.105616436442,-8510.105616436442,1,30734
373,371,300802,-12760.0,0.6517710920440842,12,35,0,1,1839,12414.660622249443,10763.319571280092,1651.3410509693513,-8924.319571280092,-14212.149882404812,870.3191404751851,-14646.492279378866,676.5927074643732,9834.12587490465,2,-14798
374,372,300803,-10304.0,0.614618115280953,10,43,0,1,567,10281.693298246591,8964.19612306047,1317.4971751861212,-8397.19612306047,-13254.542772183768,1157.9417685292535,-12720.01434918918,-2225.998823606485,9118.824579374743,2,-12721
375,373,300804,-38189.0,0.6212197353367387,8,51,5400,1,21569,15351.327721812972,16527.1741446541,-1175.8464228411246,5041.825855345902,8150.661994439415,1791.6459923859948,11831.674667025847,-6654.162243399425,31223.565063640453,3,11363
376,374,300806,-133280.0,0.6572969535668878,12,27,15000,1,62019,33280.49992273237,32701.91471129127,578.5852114411027,29317.08528870873,43686.335327342545,2051.488090600069,44667.356835964834,-5573.789642948746,60690.70058332372,1,43516
377,375,300807,-6508.0,0.658085090268353,12,36,4500,1,12597,18596.657218320048,17534.843998303124,1061.8132200169314,-4937.843998303124,-7937.67260746315,1131.2415723099548,-7373.196442239128,939.7105952960144,15717.793839905971,1,-7574
378,376,300810,23435.0,0.6717949279774996,12,27,6500,1,39383,21849.42324333664,21503.080054793463,346.34318854317826,17879.919945206537,26646.708323538216,1506.7300231328954,27690.987533887906,726.4786176914859,49948.73331667609,1,27929
379,377,300811,54503.0,0.6684790550507312,13,36,1000,0,1779,13540.053971831878,14465.06051554873,925.0065437168524,12686.06051554873,925.0065437168524,653.2025208520902,653.2025208520902,1925.2923460017628,1925.2923460017628,2,36055
380,378,300812,-30976.0,0.6805222443924118,14,38,2400,0,23466,16679.991420553157,16982.85480443366,302.8633838805036,-6483.1451955663415,302.8633838805036,434.24267699136726,434.24267699136726,1851.9423039289395,1851.9423039289395,2,-21244
381,379,300814,-10165.0,0.6774751690404239,17,30,10125,1,22411,30178.056124098453,33921.171740879436,-3743.115616780983,-11510.171740879436,-15393.699802928662,387.98209245813996,-11731.24233677632,-22400.204906881285,6852.635188681229,1,-11943
382,380,300816,15559.0,0.6588735822551588,12,29,0,1,24049,12760.083489716571,10842.43025846074,1917.6532312558331,13206.56974153926,18851.027996680976,1035.1925284799418,17921.788127909436,124.46911826282305,42396.72486974525,4,17772
383,381,300819,52989.0,0.6575231569656121,12,37,6300,0,8315,19887.88582362455,20996.763419650782,1108.8775960262356,12681.763419650786,1108.8775960262356,1219.1232062433885,1219.1232062433885,62.2917700196067,62.2917700196067,1,34131
384,382,300820,-33797.0,0.6492733593031211,12,40,192,0,18615,10905.51062486188,12288.456348053383,1382.945723191504,-6326.5436519466175,1382.945723191504,745.2297738775412,745.2297738775412,615.9027159413598,615.9027159413598,2,-22128
385,383,300822,13701.0,0.6613135679421145,12,31,2330,1,25669,15907.679138835518,14657.749892809969,1249.9292460255492,11011.25010719003,15891.910537772268,1129.5625321487678,15946.826479265012,1447.8019157682086,40253.652929142176,4,16013
386,384,300823,-14084.0,0.6659048020171786,12,28,11000,0,29961,27647.699133667466,27913.254227982856,265.5550943153903,-2047.745772017144,265.5550943153903,1767.652454967665,1767.652454967665,-2590.2284904600456,-2590.2284904600456,1,-7832
387,385,300825,117197.0,0.6448830040538213,12,42,12000,0,1971,25457.994723314063,28279.89199457133,2821.8972712572718,26308.89199457133,2821.8972712572718,1447.037067364472,1447.037067364472,-2283.135187452877,-2283.135187452877,1,73828
388,386,300826,-9850.0,0.5929656990297132,8,30,550,1,981,10583.3791305668,7775.290156605316,2808.0889739614836,-6794.290156605316,-11595.479721888718,2057.870306024308,-11976.607568061923,1052.1322450794944,9705.26470806685,3,-11479
389,387,300828,24068.0,0.6729827532366527,12,24,12000,1,47142,29405.96381568132,29804.137858586208,-398.1740429048841,17337.862141413796,26205.88023357313,1941.6572313787365,27970.60199181713,-2954.602090766086,46439.46782998508,1,28835
390,388,300830,51387.0,0.6511843351130924,12,44,8850,1,63075,23828.578412285744,21705.86889000742,2122.709522278321,41369.13110999258,60992.341903849716,1190.198340477993,60650.87750067466,-1088.8950422764826,81767.08235767983,1,61126
391,389,300831,-9534.0,0.5826579370763629,8,35,0,1,0,9517.711204261695,7301.452767676624,2216.2584365850726,-7301.452767676624,-12060.308369807473,1885.226764596001,-11727.288666230683,-688.9619716652049,7303.506720233648,3,-11647
392,390,300833,56967.0,0.6692958827855273,13,34,0,0,0,12122.342119325469,13205.62442160871,1083.2823022832454,13205.62442160871,1083.2823022832454,644.0711324457716,644.0711324457716,1709.4196691228976,1709.4196691228976,2,37570
393,391,300835,41648.0,0.618567106380655,10,34,0,0,1074,8667.49350964051,11032.912358117903,2365.418848477395,9958.912358117905,2365.418848477395,1405.2518505363862,1405.2518505363862,-1062.664335015148,-1062.664335015148,3,26989
394,392,300838,64082.0,0.6774792233627527,14,36,4985,1,5376,20705.403950353368,20518.246811988414,187.1571383649498,-15142.246811988418,-22806.948787165096,654.8710146873817,-22012.27188275354,-164.86685395728998,88.1727315049975,1,-21715
395,393,300840,-2069.0,0.6548421806913532,12,32,0,1,10185,12603.516454851968,10815.349583875999,1788.1668709759672,-630.3495838760009,-1839.6078113019848,952.7558344775624,-2500.852075734714,511.16350817785866,21996.213974996117,4,-2278
396,394,300841,39874.0,0.6487454795538445,14,40,11500,1,60033,29203.965482873722,26535.651494624723,2668.313988248996,33497.34850537528,48911.86576393842,962.4964591016977,47458.18659117557,-3182.015845469636,67777.53704841224,1,48046
397,395,300842,-9434.0,0.6477919998002184,10,27,4000,1,17863,16967.167318448744,15266.264237332085,1700.9030811166613,2596.735762667917,3044.6521034435436,1853.9608741735465,3243.2601339687762,2867.8615793953277,28996.778670926757,3,3351
398,396,300843,-14273.0,0.6502635314396376,12,37,0,1,150,12269.32366113512,10713.617090931657,1555.7065702034652,-10563.617090931657,-16623.278921499215,815.3613444736003,-16931.08574847497,677.2296672431186,7518.6756618871705,2,-16647
399,397,300851,20680.0,0.6220482781368976,9,28,1900,1,28314,13285.41656052889,10771.776491382105,2513.640069146788,17542.2235086179,25056.515228353448,1945.6215949463626,24658.112769253472,2009.813581519449,49761.59684513088,3,24963
400,398,300855,-17450.0,0.6505821883899362,12,39,600,0,15850,11566.455529224597,12946.063352580859,1379.6078233562655,-2903.9366474191393,1379.6078233562655,798.8570591167572,798.8570591167572,839.0717002646962,839.0717002646962,2,-11645
401,399,300857,36182.0,0.6653922032798509,13,45,3000,1,7512,16414.211714382913,15249.374186756962,1164.8375276259505,-7737.3741867569615,-12188.48004394842,534.0708076607625,-12303.990480354563,1299.9267451528758,12099.74373218085,2,-12405
402,400,300858,7123.0,0.6657126942720422,12,25,0,1,17976,12923.844498614224,10843.770460030382,2080.0740385838417,7132.229539969618,9658.307290662506,1145.1081204831098,8314.47506610164,-781.7794630474891,32694.506022727,4,8191
403,401,300859,7642.0,0.6446914631874284,11,43,12000,1,32178,27477.948208791026,25150.57788057658,2327.370328214438,7027.422119423421,9377.448015027907,1673.2850753938833,9308.639938691203,-3816.658074668099,27761.801761147948,1,9006
404,402,300862,12902.0,0.6379672749586619,9,22,2500,1,23437,14331.849255786516,11447.320454045916,2884.5288017405987,11989.679545954084,16542.254918060826,2148.948493595857,15397.472186100144,3837.076063544242,43700.66416588191,3,15378
405,403,300866,2581.0,0.6797823561200759,14,41,1800,1,17413,15886.988751376753,15385.383533770339,501.60521760641495,2027.6164662296605,2790.6220905412847,313.3524723442479,3027.112535433852,2230.262413660261,27680.277273986205,2,3101
406,404,300867,36532.0,0.6733409274465523,12,23,1312,0,5916,13208.632663490249,14820.458293587537,1611.8256300972864,8904.458293587535,1611.8256300972864,1284.150926427863,1284.150926427863,10.948754708088016,10.948754708088016,4,25421
407,405,300868,34112.0,0.5964082484335521,8,25,0,1,36010,10026.895080626477,6178.930569640959,3847.964510985517,29831.069430359043,42822.621890045804,2160.0157446039257,41043.17867924982,538.641889612154,64404.1427027746,3,41513
408,406,300871,43265.0,0.6802053084607844,14,30,7000,1,56520,23829.146775669087,24530.95934776146,-701.8125720923746,31989.04065223853,48334.467264404004,948.8841092740587,49932.31136496829,-3039.319240803028,69502.44435393877,1,50487
409,407,300872,-9223.0,0.6691216447071978,12,24,500,1,5850,13656.488534857404,11742.416592568408,1914.0719422889927,-5892.416592568411,-9795.660859997111,1204.631610687853,-10997.662358051664,-511.14991902036127,13519.471254332386,4,-10903
410,408,300876,-106813.0,0.6617669361709846,12,31,2600,1,39102,16282.62781316184,15088.760390922633,1193.867422239211,24013.23960907737,35422.92570249645,1146.8666119389018,35557.03703356628,1480.1096520480914,59773.77742702229,4,35435
411,409,300877,10662.0,0.6387155207197184,11,35,997,1,20358,13083.3774920247,11277.834513838347,1805.5429781863531,9080.165486161652,12717.476740149299,1187.9429633600685,12560.05741145767,346.49963198763817,36820.15172499484,2,12557
412,410,300880,54709.0,0.6560800198913389,12,31,0,0,0,10827.033117877658,12659.143625491897,1832.1105076142362,12659.143625491897,1832.1105076142362,980.234732478355,980.234732478355,408.177992669698,408.177992669698,4,36172
413,411,300884,35576.0,0.6598599416471926,12,23,17000,1,63719,36042.91790912143,36074.962571609176,-32.04466248774406,27644.037428390824,41482.07847383012,2289.5820514190423,42724.8071393516,-6552.491638467705,59400.58773737738,1,43499
414,412,300885,-53337.0,0.6574240286505838,12,30,0,0,23725,10836.03113285728,12711.295265819752,1875.2641329624716,-11013.704734180248,1875.2641329624716,1007.7136304791477,1007.7136304791477,279.6117610186702,279.6117610186702,4,-34940
415,413,300888,-27398.0,0.6679745049256821,11,26,8050,1,828,23291.210918771543,22795.481895888843,495.72902288270416,-21967.481895888835,-33199.087355274605,1887.2740629961368,-31942.460720251205,1445.7635891897153,-9333.845924852012,1,-31507
416,414,300892,14021.0,0.6558473623868952,11,28,3472,1,26906,16915.555776640424,15428.774537420313,1486.7812392201126,11477.225462579687,16472.447574259477,1538.9159807751764,16567.39796772231,1930.9560903569159,41541.740557892095,4,16651
417,415,300894,42519.0,0.5910784103845724,8,28,0,0,24,6542.369159980269,9908.670993075651,3366.3018330953837,9884.670993075651,3366.3018330953837,2077.5790506015483,2077.5790506015483,358.66093470990745,358.66093470990745,3,24112
418,416,300895,-11789.0,0.7005023925575982,15,35,0,1,5918,14587.372685740254,15293.179627132175,-705.806941391922,-9375.179627132176,-13709.865970002305,109.13842238457072,-12786.269989240005,3127.0086756898604,11383.762238498086,2,-13055
419,417,300898,-38916.0,0.6635055234142401,13,30,11000,1,36669,28523.37698055944,28238.299620073016,285.0773604864225,8430.70037992698,12503.511889647258,1458.9677529358746,13585.763998644485,-4395.965361961265,31153.184867438024,1,14083
420,418,300901,-10128.0,0.6257530976136427,10,38,2000,1,4069,13533.15399016681,12051.201779560342,1481.952210606465,-7982.201779560341,-12714.278774643744,1423.5146273490243,-12084.017311254353,-214.23465621834114,11101.561053248466,3,-12124
421,419,300903,-15680.0,0.6657126942720422,12,25,0,1,555,12923.844498614224,10843.770460030382,2080.0740385838417,-10288.770460030382,-16473.19270933749,1145.1081204831098,-17817.02493389836,-781.7794630474891,6563.006022727,4,-17984
422,420,300905,20870.0,0.6498187542221887,11,31,3000,1,31273,16114.746354734034,14576.259302394317,1538.4870523397144,16696.74069760568,24275.867520238662,1426.229191732267,24434.01560989224,1511.49259606557,49000.48654662831,4,24542
423,421,300906,19286.0,0.6886617078440095,14,31,1104,1,30439,15649.248491297541,15719.878560478719,-70.63006918117753,14719.121439521281,22113.99719387251,543.5353800042703,22711.74822982665,1762.8672251075275,46002.85817324613,4,22490
424,422,300909,-3054.0,0.6590288822531605,12,34,3300,1,13755,17075.444828786534,15964.714000456876,1110.7308283296609,-2209.7140004568737,-3869.936414850141,1109.2923470220576,-3488.260992259773,1373.9538906320574,20318.2884803202,4,-3595
425,423,300911,-20345.0,0.6747135957031419,12,24,3000,0,21310,16126.385799883667,17135.865489251875,1009.4796893682068,-4174.134510748125,1009.4796893682068,1364.8545717076086,1364.8545717076086,1182.0916099551546,1182.0916099551546,4,-14145
426,424,300913,-1249.0,0.6417768496614561,11,48,13000,1,26440,28235.74346309875,24940.24565260045,3295.4978104983056,1499.7543473995538,601.8826158501778,1599.979769797821,-673.4620514517646,-2675.989766665938,19829.948205064386,1,-1765
427,425,300916,-9205.0,0.6824616223490447,14,38,0,1,5865,13638.963626114939,13255.615682671565,383.3479434433757,-7390.615682671562,-11277.597495729033,280.42863441240115,-11072.984289597107,2877.6278752522376,13770.180578222064,2,-11196
428,426,300918,-39969.0,0.5885982451171518,8,54,0,1,13825,7376.541618618987,8527.319181309258,-1150.7775626902712,5297.680818690742,8521.910009381249,1363.1277025809422,11374.823377356353,-5584.660309596578,27029.581007773275,2,11369
429,427,300920,5584.0,0.6749043354384108,14,36,6000,1,26013,22096.814374513207,21817.32778704099,279.48658747222,4195.672212959009,6153.765025702403,719.9215368614023,6915.8992750827065,-1017.4416957250868,28346.930008206364,1,6647
430,428,300923,51697.0,0.6071909697383833,8,29,2080,0,702,10437.835177087785,12767.040227179828,2329.205050092043,12065.040227179828,2329.205050092043,2183.405656169194,2183.405656169194,3236.537667266143,3236.537667266143,3,31848
431,429,300924,-17388.0,0.6778634954442788,12,24,5887,1,7086,21118.546896804204,20890.46468797589,228.08220882830938,-13804.464687975897,-20820.738136378,1549.8800470932254,-19903.485483900087,1142.2550602893386,3276.2204720293607,1,-20181
432,430,300929,31487.0,0.609557746980725,8,25,1500,0,4281,8989.71440982608,12122.298462545945,3132.5840527198634,7841.298462545944,3132.5840527198634,2256.149521215781,2256.149521215781,3564.4889091901496,3564.4889091901496,3,19163
433,431,300936,-127858.0,0.6755171568744883,12,22,1300,0,43006,13202.110553674967,14832.117654960231,1630.007101285264,-28173.882345039765,1630.007101285264,1310.8607542157606,1310.8607542157606,-262.8252502558789,-262.8252502558789,4,-85472
434,432,300938,24882.0,0.6498187542221887,11,31,3000,1,34587,16114.746354734034,14576.259302394317,1538.4870523397144,20010.74069760568,29246.867520238662,1426.229191732267,29405.015609892238,1511.49259606557,53971.48654662831,4,29483
435,433,300939,-29904.0,0.6578586582503367,12,35,8800,1,0,24551.315364848986,23461.60683927141,1089.7085255775673,-23461.60683927141,-35737.264521695906,1434.3039632647306,-34981.83347252275,-1361.8189731539023,-15187.321507887742,1,-35266
436,434,300940,26901.0,0.6525131340829522,10,25,4200,1,10191,17319.775508997052,15597.226582888194,1722.548926108855,-5406.226582888194,-8970.614337386718,1921.7365070567084,-8913.120060415666,3409.32522892409,17579.122174795833,3,-8942
437,435,300941,50795.0,0.6582880331745364,12,35,8419,0,11948,22978.07879232137,24033.957225940365,1055.8784336189929,12085.957225940363,1055.8784336189929,1409.8859840053192,1409.8859840053192,-1104.7427042622182,-1104.7427042622182,1,33729
438,436,300942,42188.0,0.6615543639429124,12,29,1030,0,4389,12598.560701154993,14198.906605981874,1600.345904826885,9809.906605981876,1600.345904826885,1101.2043884200812,1101.2043884200812,871.7022697379252,871.7022697379252,4,27334
439,437,300943,-15256.0,0.650557935811461,11,25,400,1,0,12758.905943459038,10110.870074150183,2648.0358693088533,-10110.870074150183,-16490.323045879704,1424.4707002764753,-18029.0463575724,-645.769858734122,7290.309165018092,4,-17831
