,recid,education,age,prev_earnings,allocated_trmt,earnings,clstrs9,Rlr1,d_rob_ols_Xfit
5575,312537,11,29,0,0,15167,4,1288.919434510146,-12574
5576,312538,11,31,0,0,1437,4,1233.9616385085592,28819
5577,312540,12,36,8076,1,6545,1,1360.424495752617,-23211
5578,312544,9,29,6000,1,3270,3,2180.9083530179705,-21394
5579,312545,12,24,500,1,8350,4,1204.631610687853,-7153
5580,312547,10,25,2246,1,23896,3,1796.5062407236692,15533
5581,312548,8,24,295,1,5232,3,2206.4009520050477,-6238
5582,312549,12,22,7000,1,0,1,1676.1691053408067,-32771
5583,312550,9,66,0,0,13204,2,779.6540205412302,-18929
5584,312551,12,34,1500,1,34062,4,993.9318150878316,30721
5585,312555,12,30,5000,0,222,1,1328.1595525186603,55539
5586,312558,16,53,1171,1,2324,2,-564.160212718245,-19804
5587,312565,12,53,3000,1,0,2,567.9665296846288,-21239
5588,312566,10,34,3520,1,30073,3,1630.8457796522052,23583
5589,312568,12,30,0,1,0,4,1007.7136304791475,-17777
5590,312572,12,25,11700,0,9000,1,1894.951578055574,56029
5591,312573,12,56,8113,1,12479,2,813.2178355598589,-12264
5592,312575,12,41,0,0,9685,2,705.4457524704303,3859
5593,312576,12,29,11000,1,22698,1,1740.1735569668745,-6081
5594,312577,9,37,200,1,51,3,1589.3598994457934,-12700
5595,312581,13,31,0,1,0,4,726.507826448149,-19415
5596,312583,14,44,9664,0,13545,1,734.9131245256176,37007
5597,312584,12,32,0,0,54050,4,952.7558344775625,-127075
5598,312586,11,29,4100,1,6291,4,1551.6850905825486,-15407
5599,312587,10,48,5749,1,6639,2,1388.9959996863217,-14133
5600,312589,12,36,400,1,6144,2,868.475916237554,-9008
5601,312590,9,23,600,1,131,3,1999.7001452200493,-15528
5602,312591,9,34,3640,1,0,3,1892.2633878113556,-20765
5603,312592,10,35,1300,1,83236,3,1461.088892265867,107359
5604,312594,11,34,6000,0,6423,1,1536.060050953598,37000
5605,312595,12,24,2160,1,15769,4,1311.0196568049723,668
5606,312597,14,32,9000,1,21318,1,1022.1046820882802,-5940
5607,312598,8,49,12768,0,6680,1,2318.8128991050107,50520
5608,312600,8,64,0,1,1029,2,1088.3387225730175,-6525
5609,312602,12,23,0,1,3720,4,1200.0659164846948,-13454
5610,312603,12,32,834,1,20521,4,1006.2062142737541,11192
5611,312605,12,30,0,1,0,4,1007.7136304791475,-18193
5612,312606,14,28,0,1,66,4,555.2176144203258,-21257
5613,312607,16,36,0,0,41318,2,-172.06738164642775,-78219
5614,312608,12,27,14000,1,58435,1,1987.3989061921638,40232
5615,312612,12,62,5400,1,33133,2,474.47049025646265,25123
5616,312617,12,22,11500,1,53653,1,1964.5704351763707,38960
5617,312618,12,41,1500,0,26039,2,801.5795290822844,-39287
5618,312623,12,30,0,1,1816,4,1007.7136304791475,-15393
